"","Sample_1_1","Sample_1_2","Sample_1_3","Sample_1_4","Sample_2_1","Sample_2_2","Sample_2_3","Sample_2_4"
"ENSG00000268101",0,0,0,0,0,0,0,0
"ENSG00000271299",0,0,0,0,0,0,0,0
"ENSG00000269509",0,0,0,0,0,0,0,0
"ENSG00000126261",690,952,716,774,979,771,931,700
"ENSG00000197838",0,0,0,0,0,0,0,0
"ENSG00000188334",0,0,0,0,0,0,0,0
"ENSG00000197050",78,97,85,83,179,126,137,115
"ENSG00000196263",158,263,245,189,375,306,328,228
"ENSG00000197446",0,0,0,0,0,0,0,0
"ENSG00000105507",0,0,0,0,0,0,0,0
"ENSG00000188508",0,0,0,0,0,0,0,0
"ENSG00000224476",0,0,0,0,0,0,0,0
"ENSG00000083828",60,103,74,60,90,89,86,65
"ENSG00000266910",1,5,3,4,3,1,4,9
"ENSG00000159917",42,53,43,61,64,52,57,43
"ENSG00000171606",277,324,305,308,350,379,456,318
"ENSG00000105173",35,48,32,38,30,32,32,33
"ENSG00000243167",0,1,1,1,0,0,0,1
"ENSG00000167751",0,0,0,0,0,0,0,0
"ENSG00000286867",0,0,0,0,0,0,0,0
"ENSG00000268975",0,0,0,0,0,0,0,0
"ENSG00000242100",0,1,0,0,1,0,0,2
"ENSG00000121289",533,766,469,481,551,473,484,428
"ENSG00000167578",5,5,3,1,2,2,1,3
"ENSG00000105063",1013,1396,906,979,917,772,944,824
"ENSG00000221878",0,0,0,0,0,0,0,0
"ENSG00000133265",457,648,427,465,518,472,606,494
"ENSG00000235555",0,0,1,0,0,0,0,0
"ENSG00000063127",23,58,39,26,2,0,1,1
"ENSG00000268541",0,0,0,0,0,0,0,0
"ENSG00000160469",1896,2666,1723,1762,4146,3653,4126,3614
"ENSG00000258405",67,98,67,103,124,80,96,89
"ENSG00000197405",14,30,26,15,9,4,6,5
"ENSG00000104894",32,64,37,44,0,1,0,0
"ENSG00000268361",0,0,0,0,0,0,0,0
"ENSG00000269107",0,0,0,0,0,0,0,0
"ENSG00000254901",70,97,73,67,84,61,59,66
"ENSG00000012124",1,1,0,1,2,0,0,1
"ENSG00000268157",0,0,0,0,0,0,0,0
"ENSG00000104901",6,9,7,6,1,1,0,0
"ENSG00000268686",0,3,0,1,0,1,0,0
"ENSG00000268357",0,0,0,0,0,0,0,0
"ENSG00000104866",557,810,541,497,799,669,717,640
"ENSG00000267204",0,0,0,0,0,0,0,0
"ENSG00000270849",0,0,0,0,0,0,0,0
"ENSG00000181035",127,165,138,115,179,147,186,170
"ENSG00000186008",0,0,0,0,0,0,0,0
"ENSG00000271598",0,0,0,0,0,0,0,0
"ENSG00000248830",0,0,0,3,2,0,0,0
"ENSG00000283801",0,0,0,0,0,0,0,0
"ENSG00000275642",0,0,0,0,0,0,0,0
"ENSG00000263974",0,0,0,0,0,0,0,0
"ENSG00000277904",0,0,0,0,0,0,0,0
"ENSG00000252661",0,0,0,0,0,0,0,0
"ENSG00000241172",0,0,0,0,0,0,0,0
"ENSG00000252973",0,1,0,0,1,0,0,0
"ENSG00000201035",2,2,0,0,2,3,0,0
"ENSG00000201966",0,0,0,0,0,0,0,0
"ENSG00000201894",0,1,0,0,0,0,0,0
"ENSG00000252780",0,0,0,0,0,0,0,0
"ENSG00000200738",0,0,0,0,0,0,0,0
"ENSG00000264317",0,1,1,0,0,1,2,0
"ENSG00000200179",0,0,0,0,0,0,0,0
"ENSG00000239948",0,0,0,0,0,0,0,0
"ENSG00000265407",1,3,0,0,0,0,0,1
"ENSG00000267992",1,0,0,0,0,0,0,0
"ENSG00000183760",0,0,0,0,0,0,0,0
"ENSG00000269172",0,0,2,0,0,1,2,0
"ENSG00000188505",0,0,4,0,0,1,0,0
"ENSG00000268510",0,0,0,0,0,0,0,0
"ENSG00000213926",0,0,0,0,0,0,0,0
"ENSG00000272311",0,0,0,0,0,0,0,0
"ENSG00000182393",0,0,0,0,0,0,0,0
"ENSG00000130755",3,6,0,1,3,2,3,3
"ENSG00000241983",0,0,2,1,0,0,0,0
"ENSG00000006712",470,549,425,427,499,435,418,364
"ENSG00000063322",537,732,489,518,673,464,525,441
"ENSG00000266559",0,0,0,0,0,0,0,0
"ENSG00000090924",784,1228,801,674,948,833,801,748
"ENSG00000105193",1244,1550,1281,1582,1556,1208,1647,1337
"ENSG00000196235",1464,1919,1512,1381,1634,1496,1550,1355
"ENSG00000105197",437,633,370,436,518,452,470,474
"ENSG00000090932",193,285,183,205,207,213,263,231
"ENSG00000176401",55,67,57,55,124,87,94,80
"ENSG00000176396",235,239,212,245,340,298,315,287
"ENSG00000269588",0,0,0,0,0,0,0,0
"ENSG00000269188",0,0,0,0,0,0,0,0
"ENSG00000244253",0,0,0,0,0,0,0,0
"ENSG00000243581",0,0,0,0,0,0,0,0
"ENSG00000182013",1394,1966,1342,1432,2055,1523,1857,1516
"ENSG00000204851",205,314,264,232,528,393,452,411
"ENSG00000278797",2,0,0,0,1,1,2,1
"ENSG00000249210",0,0,0,0,0,0,0,0
"ENSG00000160014",5727,7592,5596,5664,9060,8342,9794,8322
"ENSG00000279161",1,1,2,1,7,3,4,5
"ENSG00000197380",870,1301,831,896,1914,1760,2136,2085
"ENSG00000243560",0,1,0,0,2,0,0,1
"ENSG00000211513",0,0,2,0,0,0,0,0
"ENSG00000222614",0,0,0,0,0,0,0,0
"ENSG00000128011",449,672,458,421,726,712,803,780
"ENSG00000130545",0,2,5,3,3,0,0,0
"ENSG00000205744",7,10,12,5,12,24,33,33
"ENSG00000125657",28,37,38,30,8,26,33,20
"ENSG00000268742",0,1,0,0,0,0,0,0
"ENSG00000269546",0,0,0,0,0,0,1,2
"ENSG00000199223",0,0,0,0,0,0,0,0
"ENSG00000125726",0,1,1,0,0,0,1,0
"ENSG00000268785",0,0,0,0,0,0,0,0
"ENSG00000283950",0,0,0,0,0,0,0,0
"ENSG00000125733",82,123,106,107,16,15,35,24
"ENSG00000125731",1,3,1,1,1,0,0,2
"ENSG00000284361",0,0,0,0,0,0,0,0
"ENSG00000263414",0,0,0,0,0,0,0,0
"ENSG00000170608",0,2,1,0,2,0,0,0
"ENSG00000170604",476,679,395,439,613,546,567,601
"ENSG00000176182",91,127,140,81,105,92,112,71
"ENSG00000188425",2,2,1,5,8,1,4,1
"ENSG00000104983",46,57,51,59,76,47,74,81
"ENSG00000211580",0,0,0,0,0,0,0,0
"ENSG00000008438",0,1,1,1,0,3,0,4
"ENSG00000268401",4,9,8,4,7,8,2,2
"ENSG00000268053",0,0,0,0,0,0,0,0
"ENSG00000188624",19,9,18,21,0,0,0,0
"ENSG00000259339",0,0,0,0,0,0,0,0
"ENSG00000259605",4,10,10,5,0,0,1,1
"ENSG00000268434",0,0,0,0,0,0,0,0
"ENSG00000185800",947,1538,874,866,1150,990,1134,939
"ENSG00000104941",1,0,0,0,2,2,0,0
"ENSG00000287960",1,0,8,7,9,3,8,10
"ENSG00000260112",0,1,2,0,0,0,0,0
"ENSG00000130818",210,263,218,213,220,206,176,157
"ENSG00000171469",255,411,285,315,252,215,247,153
"ENSG00000171466",134,216,142,107,214,170,177,176
"ENSG00000239830",1,3,3,1,2,2,3,3
"ENSG00000277587",0,0,0,0,0,0,0,0
"ENSG00000267490",0,0,1,0,0,0,0,0
"ENSG00000267612",3,3,2,4,0,1,5,2
"ENSG00000267370",0,0,0,0,0,0,0,0
"ENSG00000267741",1,3,0,1,0,6,1,3
"ENSG00000266950",0,1,0,0,0,1,1,0
"ENSG00000127452",145,212,144,147,157,142,148,147
"ENSG00000200237",1,0,0,0,1,2,2,1
"ENSG00000268746",0,1,0,0,0,0,0,0
"ENSG00000269806",0,0,0,1,0,1,0,0
"ENSG00000278999",1,1,0,0,2,0,0,0
"ENSG00000024422",213,317,287,253,7,6,4,1
"ENSG00000105373",724,906,685,696,739,666,662,634
"ENSG00000221803",0,0,0,0,0,0,0,0
"ENSG00000178935",32,52,21,26,45,44,50,41
"ENSG00000268750",0,0,0,0,0,0,0,0
"ENSG00000269343",44,40,31,34,84,68,55,57
"ENSG00000269304",0,0,0,0,0,2,0,0
"ENSG00000198466",212,401,249,254,283,244,261,254
"ENSG00000269867",23,17,19,16,20,16,18,16
"ENSG00000269476",0,0,0,0,0,0,0,0
"ENSG00000173480",69,156,114,132,139,122,148,116
"ENSG00000152454",43,45,38,47,52,64,50,53
"ENSG00000243234",1,0,0,1,0,0,1,1
"ENSG00000177025",6,8,6,9,0,1,2,1
"ENSG00000284394",0,0,0,0,0,0,0,0
"ENSG00000104951",1,1,0,1,2,0,2,0
"ENSG00000269179",0,0,0,0,0,0,0,0
"ENSG00000283842",0,0,0,0,0,0,0,0
"ENSG00000161640",1,0,0,0,1,0,0,0
"ENSG00000221125",0,0,0,0,0,0,0,0
"ENSG00000105053",224,309,226,267,251,211,246,196
"ENSG00000276729",0,0,0,1,0,0,0,0
"ENSG00000142528",159,202,177,163,168,137,179,130
"ENSG00000269091",6,17,9,6,2,3,4,3
"ENSG00000269540",1,1,1,0,0,0,0,0
"ENSG00000267890",18,31,17,21,32,32,35,25
"ENSG00000204653",4,9,7,6,3,1,2,3
"ENSG00000131409",2248,3408,2266,2153,2968,2434,2804,2647
"ENSG00000268231",7,6,4,2,4,2,4,2
"ENSG00000213023",584,868,512,495,843,1022,1079,901
"ENSG00000235034",16,24,15,16,19,12,12,19
"ENSG00000269565",0,0,0,0,0,0,0,0
"ENSG00000142511",0,0,1,1,0,0,0,0
"ENSG00000221381",0,0,0,0,0,0,0,0
"ENSG00000221241",0,0,0,0,0,0,2,0
"ENSG00000220988",0,0,0,0,0,0,0,0
"ENSG00000167748",0,0,2,0,0,0,0,0
"ENSG00000267044",0,0,0,0,0,0,0,0
"ENSG00000273782",0,0,0,0,0,0,0,0
"ENSG00000273330",0,0,0,0,0,0,0,0
"ENSG00000267235",0,0,0,0,0,0,0,0
"ENSG00000142065",209,277,230,197,388,322,337,274
"ENSG00000266973",0,3,0,0,0,0,1,1
"ENSG00000267363",2,0,0,0,0,0,0,0
"ENSG00000181007",122,199,157,159,259,240,271,189
"ENSG00000267142",0,1,0,0,0,3,0,0
"ENSG00000267091",1,2,2,0,1,3,1,1
"ENSG00000254004",366,505,435,421,485,441,437,330
"ENSG00000186020",155,246,182,153,279,274,239,198
"ENSG00000266936",1,1,2,0,1,2,2,1
"ENSG00000276757",3,0,0,1,2,1,0,3
"ENSG00000278643",0,0,0,0,0,0,0,0
"ENSG00000284553",0,0,0,0,0,0,0,0
"ENSG00000275652",0,0,0,0,0,0,0,0
"ENSG00000160396",0,0,1,0,2,1,0,1
"ENSG00000197019",61,80,74,64,22,21,19,22
"ENSG00000277453",2,0,0,1,3,0,0,0
"ENSG00000277510",0,0,0,0,0,0,0,0
"ENSG00000170848",0,0,0,0,0,0,1,0
"ENSG00000179751",0,0,0,0,0,0,0,0
"ENSG00000187912",0,0,0,0,0,0,0,0
"ENSG00000074219",175,262,176,203,9,6,3,1
"ENSG00000161677",63,76,43,43,32,31,44,46
"ENSG00000237452",0,0,2,0,0,1,0,0
"ENSG00000173976",0,0,0,0,0,0,0,0
"ENSG00000196081",16,33,14,13,25,16,16,17
"ENSG00000198521",175,263,173,155,305,264,235,184
"ENSG00000105085",45,83,50,45,41,49,41,42
"ENSG00000127445",800,1014,717,746,792,641,783,685
"ENSG00000073050",377,557,378,392,388,374,409,345
"ENSG00000065268",396,586,411,452,434,390,404,395
"ENSG00000183709",0,0,0,0,0,0,0,0
"ENSG00000184162",32,44,44,40,47,43,46,30
"ENSG00000105227",58,46,41,40,10,14,10,16
"ENSG00000182264",1,1,0,0,5,0,3,0
"ENSG00000105550",0,0,0,0,0,0,0,0
"ENSG00000206758",0,0,0,0,0,0,0,0
"ENSG00000105552",332,504,391,375,393,373,407,363
"ENSG00000087076",73,111,86,67,28,36,30,50
"ENSG00000260366",0,0,2,0,0,0,0,0
"ENSG00000104808",6,4,7,5,12,6,13,9
"ENSG00000275547",0,0,0,0,0,0,0,0
"ENSG00000267672",0,0,0,1,4,0,1,0
"ENSG00000267360",0,0,0,0,0,0,0,0
"ENSG00000196967",96,185,131,138,231,169,199,146
"ENSG00000267437",0,0,0,0,0,0,0,0
"ENSG00000245680",128,155,123,117,261,197,225,174
"ENSG00000286449",6,6,2,5,5,8,4,7
"ENSG00000276846",2,9,4,1,0,1,3,2
"ENSG00000267682",2,3,7,2,3,3,1,3
"ENSG00000261754",24,31,43,34,20,28,31,21
"ENSG00000271666",0,0,0,0,0,0,0,0
"ENSG00000270624",0,1,0,0,0,0,0,0
"ENSG00000271171",0,0,0,0,2,0,0,0
"ENSG00000280106",8,11,13,14,12,19,15,20
"ENSG00000180884",66,91,58,71,75,82,87,62
"ENSG00000179066",0,0,0,0,0,0,0,0
"ENSG00000285526",0,0,0,0,0,0,0,0
"ENSG00000284065",0,0,0,0,0,0,0,0
"ENSG00000153902",35,43,29,27,307,238,248,220
"ENSG00000279619",0,1,1,1,7,4,11,6
"ENSG00000221857",0,0,0,0,0,0,0,0
"ENSG00000221946",188,279,221,248,685,523,679,609
"ENSG00000266721",0,0,1,0,0,0,0,1
"ENSG00000179115",536,722,510,503,686,592,678,538
"ENSG00000266975",0,0,0,1,0,0,0,0
"ENSG00000274417",0,0,0,0,0,0,0,0
"ENSG00000267458",0,0,0,0,0,0,0,0
"ENSG00000179262",472,577,483,447,519,467,525,494
"ENSG00000179271",388,464,349,381,334,292,360,328
"ENSG00000267610",0,0,0,0,0,0,0,0
"ENSG00000279044",0,1,1,0,0,0,0,0
"ENSG00000268729",0,0,0,0,0,0,0,0
"ENSG00000180061",0,0,0,0,1,1,0,1
"ENSG00000133247",130,191,144,136,148,195,156,132
"ENSG00000160471",17,10,20,27,8,14,13,15
"ENSG00000267706",0,0,0,0,0,0,0,0
"ENSG00000180043",2,4,1,8,0,0,0,0
"ENSG00000095752",564,725,882,771,12,33,36,33
"ENSG00000160472",4,4,3,3,1,0,0,1
"ENSG00000269275",0,0,0,0,0,0,0,0
"ENSG00000233493",3,3,1,3,2,3,1,0
"ENSG00000108107",2289,2949,2394,2647,1907,1607,1947,1677
"ENSG00000284029",0,0,0,0,0,0,0,0
"ENSG00000108106",692,938,678,710,894,755,790,716
"ENSG00000063241",224,305,274,297,156,144,184,151
"ENSG00000279063",0,0,0,0,0,0,0,0
"ENSG00000269859",0,1,1,0,0,0,0,0
"ENSG00000090971",604,840,581,596,800,628,738,720
"ENSG00000179954",332,430,270,219,16,17,15,11
"ENSG00000187550",2,3,8,12,0,1,0,1
"ENSG00000231274",0,0,1,0,0,2,0,0
"ENSG00000218891",495,703,435,425,630,487,556,562
"ENSG00000179943",268,423,255,213,402,317,329,312
"ENSG00000171443",31,53,31,40,29,26,27,23
"ENSG00000276488",3,2,3,1,7,1,3,3
"ENSG00000179922",96,111,85,74,93,77,78,73
"ENSG00000213015",494,752,459,452,631,610,741,641
"ENSG00000171425",134,175,146,129,123,95,127,105
"ENSG00000173581",398,532,348,326,600,459,572,528
"ENSG00000267523",0,0,0,0,0,0,0,0
"ENSG00000267096",0,1,0,1,0,0,0,1
"ENSG00000063245",2143,3039,2029,1986,2721,2396,2738,2514
"ENSG00000267117",2,0,0,1,2,0,0,1
"ENSG00000267689",0,0,0,0,0,0,0,0
"ENSG00000268593",0,0,0,0,0,0,0,0
"ENSG00000185792",0,0,0,0,0,0,1,0
"ENSG00000222524",0,0,0,0,0,0,0,0
"ENSG00000229292",1,2,1,2,0,0,0,0
"ENSG00000255238",0,0,0,0,0,0,0,0
"ENSG00000280486",1,4,2,4,11,8,5,3
"ENSG00000248015",6,6,12,11,22,13,19,21
"ENSG00000130005",329,473,347,330,382,345,433,401
"ENSG00000071626",588,837,571,537,878,729,879,801
"ENSG00000268798",25,30,10,8,25,28,25,22
"ENSG00000267317",14,49,19,22,9,5,4,3
"ENSG00000119559",230,298,217,210,292,246,287,285
"ENSG00000267092",2,1,0,1,2,8,4,3
"ENSG00000239367",1,0,0,0,1,1,0,2
"ENSG00000071655",764,1039,661,615,803,683,687,688
"ENSG00000279009",0,0,0,0,0,0,0,0
"ENSG00000115266",4079,6851,4420,3977,7920,6806,7327,7524
"ENSG00000187534",3,3,1,0,2,1,4,0
"ENSG00000013275",629,897,660,687,887,613,742,615
"ENSG00000187187",57,102,94,66,112,116,103,90
"ENSG00000269069",19,43,48,33,60,57,58,41
"ENSG00000128000",164,266,246,199,364,353,332,280
"ENSG00000269749",0,0,0,0,0,0,0,0
"ENSG00000188314",0,0,0,0,0,0,0,0
"ENSG00000180926",0,0,0,0,0,0,0,0
"ENSG00000226480",0,0,0,0,0,0,0,0
"ENSG00000196110",99,125,106,105,186,137,179,117
"ENSG00000267510",0,0,0,0,0,0,0,0
"ENSG00000270614",1,5,3,0,7,3,6,3
"ENSG00000198028",4,7,4,8,2,3,2,7
"ENSG00000242411",0,1,0,0,0,0,0,2
"ENSG00000267908",2,1,0,0,0,0,0,0
"ENSG00000267710",3,11,5,0,3,4,6,5
"ENSG00000267298",1,0,0,0,0,0,0,2
"ENSG00000200646",0,0,0,0,0,0,0,0
"ENSG00000213014",0,1,0,1,1,4,5,1
"ENSG00000266907",2,8,1,2,2,10,3,1
"ENSG00000267145",0,1,0,0,1,0,0,0
"ENSG00000266932",1,3,1,1,2,0,0,0
"ENSG00000267429",0,3,1,1,1,0,3,2
"ENSG00000267606",0,1,0,0,0,0,0,0
"ENSG00000285996",9,22,14,12,29,22,24,23
"ENSG00000267781",1,4,1,1,4,1,1,2
"ENSG00000267192",3,0,1,0,3,3,3,0
"ENSG00000198440",153,198,123,129,211,190,219,164
"ENSG00000080573",10,23,12,13,1,1,1,2
"ENSG00000267650",0,0,0,0,0,0,0,0
"ENSG00000080511",0,0,0,0,0,0,0,0
"ENSG00000266204",0,0,0,0,0,0,0,0
"ENSG00000130813",40,64,55,45,15,38,19,26
"ENSG00000267387",0,0,0,0,0,0,0,0
"ENSG00000243207",0,0,0,0,0,0,0,0
"ENSG00000130810",40,57,25,24,52,49,31,34
"ENSG00000209645",0,0,0,0,0,0,0,0
"ENSG00000238531",0,0,0,0,0,0,0,0
"ENSG00000244165",34,51,30,23,47,44,29,33
"ENSG00000130811",558,758,580,619,522,434,472,461
"ENSG00000267534",110,160,132,131,172,189,251,207
"ENSG00000264266",0,2,0,0,1,4,0,2
"ENSG00000105364",171,218,151,146,242,184,214,182
"ENSG00000090339",3,1,1,1,1,0,0,0
"ENSG00000105371",0,0,0,0,0,0,0,0
"ENSG00000267303",0,0,0,0,0,0,0,0
"ENSG00000198482",73,113,91,95,84,76,98,79
"ENSG00000242255",0,0,0,0,0,0,0,0
"ENSG00000268970",1,7,2,8,9,2,2,7
"ENSG00000213020",115,150,102,103,130,126,156,121
"ENSG00000198538",106,193,129,124,112,108,115,82
"ENSG00000255875",0,0,0,0,0,0,2,0
"ENSG00000268107",0,0,0,0,0,0,0,0
"ENSG00000152439",51,51,48,37,45,45,33,30
"ENSG00000121406",148,177,160,151,197,174,180,160
"ENSG00000083817",69,92,88,105,78,79,84,59
"ENSG00000171649",123,145,120,107,147,133,147,146
"ENSG00000213762",306,418,293,319,353,317,314,271
"ENSG00000268392",2,8,10,2,3,6,5,1
"ENSG00000121417",212,338,255,261,342,271,281,254
"ENSG00000189164",67,105,67,70,142,125,114,91
"ENSG00000279936",0,3,2,1,1,0,1,0
"ENSG00000196437",85,120,109,121,213,149,188,123
"ENSG00000171817",121,146,116,135,304,251,281,202
"ENSG00000267552",0,0,0,2,0,1,0,0
"ENSG00000267319",0,3,0,2,4,6,3,3
"ENSG00000198182",66,89,72,57,101,102,98,87
"ENSG00000267152",1,10,2,1,17,3,3,10
"ENSG00000287496",1,6,0,2,3,4,1,2
"ENSG00000171804",0,0,2,0,0,2,1,2
"ENSG00000264423",0,0,0,0,0,0,0,0
"ENSG00000167600",0,0,1,0,1,0,0,1
"ENSG00000167601",201,276,255,193,5,6,8,12
"ENSG00000269652",0,0,0,0,0,0,1,0
"ENSG00000239868",1,0,0,2,0,0,0,0
"ENSG00000286177",10,4,11,10,2,1,2,5
"ENSG00000142039",349,491,340,343,484,388,394,333
"ENSG00000255730",0,0,0,0,0,0,0,0
"ENSG00000142046",30,66,36,50,59,50,41,59
"ENSG00000123810",52,48,32,44,39,27,35,35
"ENSG00000277744",6,4,9,4,7,10,7,7
"ENSG00000248098",0,0,0,0,2,0,0,0
"ENSG00000268987",1,0,0,0,0,0,0,0
"ENSG00000268475",0,0,0,0,0,0,0,0
"ENSG00000277136",0,0,0,0,0,0,0,0
"ENSG00000204978",0,0,0,0,0,0,0,1
"ENSG00000269181",0,0,0,0,0,0,0,0
"ENSG00000105366",0,0,0,0,0,0,0,0
"ENSG00000268957",0,0,0,0,0,0,0,0
"ENSG00000254521",0,0,0,0,0,0,0,0
"ENSG00000268839",0,0,0,0,0,0,0,0
"ENSG00000105492",0,0,0,0,0,0,0,0
"ENSG00000269130",0,0,0,0,0,0,0,0
"ENSG00000268267",0,0,0,0,0,0,0,0
"ENSG00000105497",101,127,99,98,128,121,146,105
"ENSG00000244071",0,0,0,0,0,0,0,0
"ENSG00000269959",5,10,5,3,3,5,10,5
"ENSG00000207550",0,0,0,1,0,0,0,0
"ENSG00000198972",0,0,0,0,0,0,0,0
"ENSG00000208008",0,0,0,0,0,0,0,0
"ENSG00000105509",4,11,11,4,2,0,0,0
"ENSG00000171049",0,0,0,0,0,0,0,0
"ENSG00000187474",1,0,0,0,1,0,1,0
"ENSG00000268316",0,0,0,0,0,0,0,0
"ENSG00000269483",0,0,0,0,0,0,0,0
"ENSG00000104967",1756,2893,1819,1598,2685,1925,2357,2221
"ENSG00000252591",1,0,1,1,0,0,0,0
"ENSG00000279172",0,0,0,0,0,0,0,0
"ENSG00000268623",0,0,0,0,0,0,0,0
"ENSG00000243455",0,0,0,0,0,0,0,0
"ENSG00000096996",0,0,0,0,0,0,0,0
"ENSG00000269145",0,0,0,0,0,0,0,0
"ENSG00000268173",0,0,0,0,0,0,0,0
"ENSG00000216490",0,0,0,0,0,0,0,0
"ENSG00000254858",120,143,114,118,150,100,135,89
"ENSG00000105649",1445,2082,1543,1606,3225,3019,3714,3194
"ENSG00000285188",0,0,0,0,0,0,0,1
"ENSG00000130522",2065,3380,2075,2131,2447,2439,2456,2462
"ENSG00000241464",0,1,0,0,1,0,0,0
"ENSG00000130520",336,517,393,411,391,312,413,392
"ENSG00000130517",400,598,409,352,180,170,179,146
"ENSG00000175489",0,3,0,0,0,0,0,0
"ENSG00000130511",1031,1499,864,949,878,743,890,814
"ENSG00000276270",0,0,0,0,0,0,0,0
"ENSG00000010361",90,128,100,101,95,62,76,59
"ENSG00000284114",0,0,0,0,0,0,0,0
"ENSG00000265954",0,0,0,0,0,0,0,0
"ENSG00000269352",16,18,17,17,18,16,19,15
"ENSG00000039650",245,299,199,206,223,192,207,210
"ENSG00000104973",542,844,584,540,432,439,497,482
"ENSG00000178078",17,22,14,14,16,13,21,17
"ENSG00000204673",353,558,366,387,229,192,233,207
"ENSG00000130733",292,369,305,329,205,195,215,189
"ENSG00000105341",382,461,365,401,259,241,343,246
"ENSG00000266964",0,0,2,1,7,8,10,9
"ENSG00000198258",350,464,430,471,294,258,404,292
"ENSG00000115268",1583,1868,1610,1782,1641,1270,1690,1508
"ENSG00000007255",54,83,57,74,31,37,37,27
"ENSG00000168661",67,77,74,73,108,109,107,81
"ENSG00000166398",285,455,321,332,364,332,371,334
"ENSG00000213096",209,297,255,231,362,321,328,275
"ENSG00000196724",64,96,67,78,172,142,123,95
"ENSG00000171827",158,204,120,157,254,195,232,189
"ENSG00000126246",1,4,0,0,1,1,0,1
"ENSG00000267120",0,0,0,0,0,0,0,0
"ENSG00000161265",22,34,26,37,43,38,36,31
"ENSG00000205155",242,366,249,307,160,117,192,156
"ENSG00000188223",0,0,0,0,0,0,0,0
"ENSG00000267796",22,28,17,14,29,32,27,25
"ENSG00000004776",3,4,0,2,1,0,3,1
"ENSG00000104903",2,2,1,5,0,0,1,0
"ENSG00000266897",0,0,1,1,0,0,1,1
"ENSG00000269651",0,0,0,0,0,0,0,0
"ENSG00000167775",439,595,400,411,372,306,351,304
"ENSG00000167774",0,0,0,0,0,1,0,0
"ENSG00000267855",7,8,6,5,7,0,0,5
"ENSG00000233927",554,689,567,711,688,510,647,548
"ENSG00000268884",0,1,0,0,0,1,0,0
"ENSG00000167772",16,19,17,27,4,4,2,5
"ENSG00000265390",0,0,0,0,0,0,2,1
"ENSG00000185236",1694,2511,1658,1741,2781,2293,2711,2305
"ENSG00000279827",2,0,1,2,1,1,0,0
"ENSG00000133246",2,2,2,6,4,4,4,2
"ENSG00000133250",211,261,174,183,285,257,237,237
"ENSG00000105467",17,13,11,11,0,0,0,0
"ENSG00000105438",1917,2845,2199,2212,1203,1106,1279,1028
"ENSG00000105447",301,452,281,287,341,323,317,263
"ENSG00000182324",15,19,4,10,12,19,9,12
"ENSG00000268530",0,0,0,0,0,0,2,0
"ENSG00000268465",0,0,0,0,0,0,0,0
"ENSG00000287603",0,0,0,0,0,0,0,0
"ENSG00000088002",3,1,3,4,1,4,7,0
"ENSG00000177202",0,0,1,1,0,1,0,0
"ENSG00000063177",825,1123,862,1028,1085,791,1132,950
"ENSG00000063176",372,562,353,315,431,400,359,388
"ENSG00000105516",36,43,36,38,41,48,69,50
"ENSG00000063180",222,252,229,218,288,298,283,253
"ENSG00000105518",179,257,151,201,128,114,142,133
"ENSG00000183401",37,53,44,45,20,19,18,14
"ENSG00000173928",16,33,22,19,16,12,17,20
"ENSG00000187266",68,80,108,83,36,31,60,31
"ENSG00000205517",48,70,65,64,0,0,0,0
"ENSG00000198003",35,45,38,45,30,25,27,31
"ENSG00000196361",3215,4647,2992,2919,7360,5961,7053,5967
"ENSG00000267477",0,0,0,0,0,0,0,0
"ENSG00000161914",88,131,92,85,187,156,141,130
"ENSG00000213304",0,0,1,0,0,1,0,0
"ENSG00000213303",0,2,1,0,1,0,0,2
"ENSG00000130176",162,163,125,128,15,10,7,10
"ENSG00000249840",0,0,0,0,0,0,1,0
"ENSG00000161609",0,0,0,1,0,0,0,0
"ENSG00000142538",0,0,0,1,5,0,2,0
"ENSG00000104888",7,9,14,9,5,20,17,18
"ENSG00000161618",119,199,105,116,66,48,53,53
"ENSG00000269469",0,0,0,0,0,0,0,0
"ENSG00000090554",0,0,2,0,0,0,1,1
"ENSG00000273189",0,1,0,0,0,2,2,5
"ENSG00000201675",0,0,0,0,0,0,0,0
"ENSG00000199631",0,0,0,0,0,0,0,0
"ENSG00000202503",0,0,0,0,0,0,0,0
"ENSG00000200259",0,0,0,0,0,0,0,0
"ENSG00000142534",2832,3201,2858,3670,3534,2774,3608,2861
"ENSG00000200530",0,0,0,0,0,0,0,0
"ENSG00000207782",0,0,0,0,0,0,0,0
"ENSG00000268681",0,0,0,0,0,0,0,0
"ENSG00000104870",304,443,399,398,5,12,11,20
"ENSG00000142552",134,157,143,119,22,33,35,53
"ENSG00000142546",365,428,315,321,354,297,345,328
"ENSG00000207073",0,1,0,0,0,0,0,0
"ENSG00000126460",2,5,4,2,0,0,6,3
"ENSG00000126458",121,186,173,191,11,14,10,10
"ENSG00000126461",1366,2327,1348,1409,1919,1659,1831,1710
"ENSG00000126456",172,272,211,188,82,121,122,110
"ENSG00000274306",0,0,0,0,0,0,0,0
"ENSG00000169169",920,1263,982,888,1382,1081,1137,1000
"ENSG00000243829",0,0,0,0,1,0,0,1
"ENSG00000126467",0,0,0,0,1,0,0,0
"ENSG00000206599",0,0,0,0,0,0,0,0
"ENSG00000267180",0,0,0,0,0,0,0,0
"ENSG00000279539",1,0,1,0,2,2,0,1
"ENSG00000167619",324,482,317,301,1054,966,899,769
"ENSG00000267938",0,3,3,0,1,1,0,0
